geoid,os_1990_total,os_1990_cem,os_1990_rec,os_1990_cons,os_1990_priv,os_1990_trail,os_1990_water,os_1990_other,os_2001_total,os_2001_cem,os_2001_rec,os_2001_cons,os_2001_priv,os_2001_trail,os_2001_water,os_2001_other,os_2005_total,os_2005_cem,os_2005_rec,os_2005_cons,os_2005_priv,os_2005_trail,os_2005_water,os_2005_other,os_2010_total,os_2010_cem,os_2010_rec,os_2010_cons,os_2010_priv,os_2010_trail,os_2010_water,os_2010_other,os_2013_total,os_2013_cem,os_2013_rec,os_2013_cons,os_2013_priv,os_2013_trail,os_2013_water,os_2013_other,id
60439,15.286,0.13168976,0.05605434,5.67430556,1.41131549,,3.53522427,4.47741693,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,15.306,0.12248579,0.1619537,7.11894809,2.02429526,3.493e-05,2.49358068,3.3847151,11.9629,0.1697728,0.30489047,7.36201577,2.03301875,0.19894559,0.66451281,1.22978452,11.9497,0.16977282,0.49647227,7.3815057,2.03300235,0.18336064,0.58563673,1.09990852,91
60445,1.95464,0.02180905,0.22756713,0.93747281,0.25916031,,0.06763661,0.44099047,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.70647,0.02007039,0.158118,0.97498849,0.2774893,,0.07025176,0.20555436,1.51422,0.0192039,0.11813792,0.97046949,0.27526263,,0.0849534,0.04618868,1.51265,0.01920395,0.11814773,0.97047068,0.27526275,,0.08495341,0.04461463,92
60453,0.610796,0.1074765,0.28533973,0.00900581,,,0.06860877,0.1403653,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.373363,0.07379531,0.22574987,0.00035473,0.01065477,,0.04879683,0.01401136,0.387929,0.06871531,0.27461159,0.01068426,0.01392522,0.01025822,0.00021335,0.00952063,0.382702,0.06871552,0.26912334,0.01068426,0.01392522,0.01025823,0.00021335,0.00978188,93
60455,0.773718,0.00320579,0.10368205,,,,0.03044064,0.63638949,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.595585,0.00256885,0.09972127,0.0190534,,,0.04598158,0.4282597,0.18013,0.04473353,0.06789249,,,,0.00032699,0.06717675,0.190207,0.04473691,0.07117168,,,,,0.07429869,94
60456,0.0124187,0.00222785,0.01001033,,,,,0.00018056,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.00866266,,0.00866266,,,,,,0.00617158,0.0018689,0.00410454,,,,,0.00019814,0.00617158,0.0018689,0.00410454,,,,,0.00019814,95
60457,0.567341,0.04190504,0.0929587,0.06106826,0.21425135,,0.07618687,0.08097046,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.493368,0.04180874,0.09025318,0.05498422,0.21768549,,0.02228244,0.06635365,0.392329,0.0419029,0.05932024,0.05598831,0.21398267,,,0.02113516,0.39135,0.0419029,0.05932036,0.05598829,0.21398272,,,0.02015616,96
60458,1.17349,0.80467979,,0.00072928,,,0.05708411,0.31099891,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.03189,0.67999149,0.01671359,0.00038802,0.0403418,,0.09999902,0.19445351,0.906584,0.69255947,0.00866255,2.541e-05,0.04043067,0.0001644,0.0558039,0.10893794,0.933118,0.6925625,0.00866254,2.541e-05,0.04043067,0.0001644,0.08197712,0.10929555,97
60459,0.172933,,0.12352658,,,,0.01940558,0.03000053,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.175518,,0.14949447,,,,,0.02602364,0.0621043,,0.06210428,,,,,,0.0621043,,0.06210432,,,,,,98
60463,1.75078,,0.08109048,0.96852924,0.38931094,,0.15067217,0.16117527,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.46573,,0.06436768,1.11523793,0.08020483,,0.15712918,0.04878711,1.35553,,0.04109262,1.18030495,0.07371861,,0.05482821,0.00558704,1.35647,,0.04109313,1.16686302,0.07371854,,0.05484674,0.01994841,99
60464,2.88793,0.0002001,0.00620258,1.74827492,0.04109606,,0.60720466,0.48494751,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.93397,0.00018622,0.00594566,2.0135123,0.00544016,,0.4789771,0.42991086,2.38452,,0.01110885,2.18464303,0.10732901,,0.04501562,0.03641899,2.39173,,0.01110885,2.18459929,0.10733247,,0.043868,0.04482282,100
60465,1.49275,,0.08162535,0.8408515,0.08126499,,0.08608629,0.40291866,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.44909,0.00017788,0.04867507,0.703944,0.10309017,,0.03664606,0.55655494,1.13428,,0.06036482,0.67815802,0.07372452,,0.01877371,0.30325698,1.13998,,0.06036483,0.67815776,0.07372453,,0.02556099,0.30217189,101
60472,0.235033,,0.0045287,,,,0.07022422,0.16027992,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.323197,,,,,,,,0.225821,,0.00355417,,,,0.09056164,0.13170533,0.231254,,0.00355416,,,,0.09054849,0.13715172,102
60480,4.12936,0.13422808,0.03216753,2.05099859,,,0.61906844,1.29290174,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,3.87072,0.13254143,0.01951302,2.21867973,0.00290967,0.1222747,0.5878907,0.78690638,3.36711,0.1287866,0.01471198,2.34081008,2.46e-06,0.093399,0.32387498,0.4655239,3.3919,0.1287865,0.01471243,2.34082517,2.46e-06,0.0933993,0.35719083,0.45698714,103
60482,0.649865,0.13455776,0.23054858,,,,0.09360813,0.19115094,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.704976,0.13870492,0.0923613,,0.30274022,,0.07704141,0.0941282,0.670895,0.14146293,0.0321757,0.00517799,0.35725632,,0.10835626,0.02646536,0.688531,0.14146338,0.03217566,0.0051778,0.35725751,,0.12598991,0.02646649,104
60501,1.47358,2.929e-05,0.12145127,0.0701155,,,0.48783147,0.79414849,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.31143,0.00013798,0.13604122,0.09860722,,,0.50020012,0.57644634,0.852178,,0.1407727,0.05633303,,,0.50746763,0.14760473,0.890267,,0.14099204,0.05633305,,,0.51336357,0.17957799,105
60513,0.489615,,0.07868462,0.39932821,,,0.01160259,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.494327,,0.08055301,0.40085441,,,0.01291932,,0.527546,,0.08537328,0.42762749,,,0.01134355,0.00320159,0.530794,,0.08537327,0.43127386,,,0.0094288,0.00471838,106
60514,0.276752,,0.05767501,,0.20586407,,0.01321304,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.295946,,0.08080316,,0.20284405,,0.01199115,0.00030795,0.275549,,0.0723441,,0.20320478,,,,0.27538,,0.07217549,,0.20320489,,,,107
60515,3.20548,0.00994609,0.24712164,2.12843357,0.13383504,,0.03848795,0.64765705,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.68102,0.00976703,0.24671577,1.8342966,0.12945004,,0.08112398,0.37966814,2.30301,0.01071708,0.15912519,1.9315677,0.14501527,,,0.05658349,2.31265,0.01071708,0.16809015,1.93157091,0.14763419,,,0.05463967,108
60516,0.686166,0.0052884,0.2430116,,0.00333345,,0.16459592,0.26993684,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.695866,0.00450998,0.36466408,0.04169635,0.0028647,,0.13466538,0.14746549,0.357334,0.00334584,0.2967267,0.0464631,0.00291391,,,0.00788417,0.376141,0.00334549,0.29673194,0.06344929,0.00291391,,1.887e-05,0.00968158,109
60517,1.91458,7.884e-05,0.11077034,0.26904362,0.24014358,0.2510315,0.28539806,0.75810979,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.31052,8.488e-05,0.30334261,0.61909474,0.63500065,0.02115055,0.31690164,0.41494165,1.70085,,0.43219276,0.50899787,0.6563384,,,0.10332482,1.72986,,0.50366378,0.50899326,0.65633773,,,0.06086328,110
60521,0.427219,0.00434044,0.2338143,0.00772402,0.01822611,,0.08476528,0.07834927,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.497148,0.0022889,0.26862618,0.06129957,0.0168452,,0.10355234,0.04453594,0.36519,0.00219473,0.18189484,0.07626133,0.04136742,,0.04542002,0.01805191,0.312526,0.00219473,0.18189434,0.07641756,0.03277886,,,0.01924082,111
60523,2.42894,0.06783463,0.25918859,0.45811014,1.24725849,,0.18036913,0.21618242,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.61412,0.05917598,0.25873764,0.63327643,1.1717847,0.02248168,0.22048618,0.24817434,2.15043,0.0542935,0.20113987,0.71746005,1.17378052,0.00349219,,0.00025925,2.14877,0.0542935,0.20113101,0.71586604,1.17372329,0.0034922,,0.00025925,112
60525,2.64435,0.01571762,0.30254522,1.05794408,0.62267334,,0.04040821,0.60506358,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.24815,0.01530715,0.26061014,1.04040197,0.56941358,,0.0409221,0.32149901,2.04151,0.01170963,0.26561903,1.0199451,0.54913292,,0.01729239,0.17781338,2.11172,0.01170963,0.26761418,1.01994496,0.54913321,,0.03044915,0.23287128,113
60526,0.944077,0.0243625,0.05344905,0.86614716,,,,0.00011854,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.913827,0.0241413,0.04568448,0.82855281,,,0.0154489,,0.913333,0.02348238,0.03447666,0.8132416,,,0.00299415,0.03913777,0.921348,0.02348238,0.03447666,0.8132414,,,0.00299415,0.04715387,114
60527,3.37645,5.637e-05,0.07184033,1.04378765,0.2099035,,0.55729357,1.49357218,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.79361,0.0122345,0.24629526,1.15174987,0.21108168,0.00040745,0.43527789,0.73656153,1.70575,0.01406495,0.22779954,1.17059478,0.20422848,0.00369379,0.02842692,0.05694379,1.7407,0.01406495,0.22803718,1.18927753,0.20374226,0.0036938,0.0281068,0.07377916,115
60532,2.01166,,0.32266629,0.6715226,,,0.19063272,0.82683458,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.8746,0.00359654,0.4495571,0.764222,0.12549705,3.977e-05,0.22444563,0.30724243,1.40413,0.00439412,0.46101201,0.76703342,0.12309563,,0.0004736,0.0481247,1.41159,0.00439412,0.46484355,0.76530147,0.12310086,,0.0004736,0.05347593,116
60534,0.352998,,0.00900611,0.28741158,,,0.04049846,0.01608182,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.334996,,0.00855074,0.28480852,,,0.03994397,0.00169262,0.349297,,0.02295243,0.29239519,,,0.02948656,0.00446243,0.356383,,0.02686284,0.29256617,,,0.03280412,0.00414996,117
60546,1.07793,0.15172095,0.04468594,0.61422563,0.1566132,0.00583003,0.09639987,0.00845758,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.11209,0.15601536,0.11103848,0.5397016,0.19796706,,0.09162021,0.01575222,1.00549,0.14895405,0.0916842,0.43708466,0.18591715,,0.086885,0.05496289,0.973259,0.14895406,0.10952649,0.43937412,0.18590346,0.00316608,0.07704278,0.00929201,118
60558,1.03696,,0.12464263,0.63848615,0.17902179,,,0.09480831,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.970112,,0.13613418,0.62832678,0.17520468,,,0.03044676,0.811393,,0.12690096,0.64993723,0.0129613,,0.00279448,0.01879953,0.812525,,0.12690157,0.64993029,0.01296123,,0.00384744,0.01888493,119
60559,0.614073,0.13708403,0.07118911,,0.12979592,,0.0767532,0.199251,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.589931,0.13425417,0.20377792,0.0022798,0.11410261,,0.06084458,0.07467149,0.453041,0.13383091,0.19476105,,0.11079311,,,0.01365627,0.452028,0.13383087,0.19476249,,0.11079307,,,0.01264165,120
60561,1.00711,0.15023907,0.08632375,0.07203022,0.18305657,,0.20533078,0.31012578,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.01382,0.03167759,0.24159119,0.28415811,0.18473684,,0.12372301,0.14793436,0.719448,0.02840749,0.21859426,0.27878638,0.18823925,,,0.00542029,0.736242,0.02840748,0.21859734,0.29683475,0.18824217,,,0.00416017,121
60601,0.115095,,0.09346666,,,,0.02162801,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.125669,,0.10050495,,,,0.02393077,0.00123368,0.116007,,0.07973152,,,,0.02110659,0.01516934,0.0908319,,0.05337862,,,,0.02699274,0.01046055,122
60602,0.0120567,,0.01205671,,,,,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0100434,,0.00641058,,,,,0.0036328,,,,,,,,,,,,,,,,,123
60603,0.032495,,0.03249503,,,,,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0294942,,0.02648717,,,,,0.00300705,0.0551837,,0.05518371,,,,,,0.0551837,,0.05518371,,,,,,124
60604,0.0105486,,0.01054862,,,,,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0114426,,0.00986609,,,,,0.00157654,0.0069263,,0.0069263,,,,,,0.0069263,,0.0069263,,,,,,125
60605,0.881926,,0.29781125,,,,0.5656535,0.01846166,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.10306,,0.45382006,,,,0.647138,0.00210296,0.509705,,0.48173077,,,,0.00343181,0.02454213,0.517194,,0.48178998,,,,0.01089824,0.02450615,126
60606,0.0536626,,0.0182552,,,,0.03540738,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0354919,,,,,,,,0.0337096,,,,,,,,0.0339844,,,,,,,,127
60607,0.133937,,0.09478145,,,,0.02856956,0.01058601,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.10788,,0.07406467,,,,0.0301544,0.00366085,0.0909184,,0.0527497,,,,0.02921846,0.00895028,0.111119,,0.05635715,,,,0.03481716,0.0199446,128
60608,0.556921,,0.15604608,,,,0.26797901,0.13289636,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.392004,,0.12133191,,,0.04226474,0.21755568,0.0108512,0.499783,,0.14286752,,,,0.20274097,0.15417483,0.509834,,0.14523551,,,,0.21145156,0.15314658,129
60609,0.769503,,0.45017903,,,,0.01276456,0.30655985,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.466506,,0.35547601,,,0.06805997,0.02850376,0.01446585,0.430563,,0.32044475,,,,0.01352562,0.09659301,0.492802,,0.31616981,,,,0.01355734,0.16307505,130
60610,0.172837,,0.12240217,,,,0.04402856,0.00640663,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.504556,,0.10755961,,,,0.39699622,,0.139428,,0.09256479,,,,0.0144251,0.03243851,0.141443,,0.0929474,,,,0.01594527,0.03255014,131
60611,0.0979711,,0.07354344,,,,0.01889298,0.00553464,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.677551,,0.11292406,,,,0.55815271,0.00647464,0.214584,,0.05143821,,,,0.08645858,0.07668733,0.207841,,0.06348716,,,,0.08814186,0.05621241,132
60612,0.103297,,0.07697753,,,,,0.02631918,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0850398,,0.04600049,,,0.0173247,,0.02171459,0.046253,,0.03748536,,,,,0.00876766,0.10732,,0.03742497,,,,,0.06989475,133
60613,1.0444,0.22138757,0.27209763,,0.11870865,,0.42872774,0.00347894,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.04645,0.22015935,0.31509858,,0.1202838,,0.39091149,,0.588875,0.20401492,0.01206526,,,0.00176807,0.00191315,0.36911393,0.600792,0.20401512,0.38311713,,,0.00176806,0.00313227,0.00875975,134
60614,0.589542,,0.3658473,,,0.00344593,0.20868636,0.01156197,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.62902,,0.36348503,,,,0.26553467,,0.385125,,0.2653735,,,,0.06261709,0.05713433,0.406112,,0.34802487,,,,0.04647465,0.01161216,135
60615,1.02986,,0.380035,,,,0.64229062,0.00753214,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.799777,,0.36463163,,,0.02232565,0.41281934,,0.386504,,0.34505492,,,,,0.04144934,0.389461,,0.38245354,,,,0.00103258,0.00597505,136
60616,1.00597,,0.30157553,,,,0.62921864,0.07517238,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.819158,,0.30859866,,,,0.46999383,0.04056572,0.50337,,0.1692597,,,,0.04545258,0.28865721,0.417848,,0.16358931,,,,0.04562509,0.20863354,137
60617,3.60398,,0.65180035,,,,1.81916394,1.1330179,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.90962,,0.46945546,0.1071983,0.00044743,0.04278045,1.62788311,0.66185436,2.60892,0.00043641,0.41711242,0.11358792,,0.0028317,0.38142409,1.69352396,2.7854,0.00043641,0.44148987,0.47508405,0.08287084,0.01157084,0.45282625,1.321125,138
60618,0.282706,,0.19138148,,,,0.06329841,0.02802628,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.282689,,0.21687672,,,,0.05620319,0.00960929,0.273246,,0.19469316,,,0.00517632,0.06541527,0.00796153,0.27968,,0.1946933,,,0.00517632,0.07184847,0.00796153,139
60619,0.29307,0.00133983,0.21468573,,,,,0.07704463,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.224341,1.743e-05,0.19581463,,,0.0008027,,0.02770625,0.189996,,0.15068214,,,,,0.0393142,0.201405,,0.15259961,,,,,0.04880584,140
60620,0.757358,,0.19645904,0.30141261,0.21052201,,,0.0489644,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.829515,,0.19166799,0.32210236,0.21047594,0.00260294,,0.10266609,0.65758,,0.15056301,0.27646966,0.19390311,0.01368512,,0.02295863,0.657688,,0.15108342,0.27646958,0.19390277,0.01368568,,0.02254651,141
60621,0.175276,,0.14429141,,,,,0.03098496,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.127395,,0.08005737,,,0.03856678,,0.00877064,0.125885,,0.06684881,,,,,0.05903575,0.121905,,0.06684898,,,,,0.05505634,142
60622,0.227503,,0.20850608,,,,0.01271021,0.00628639,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.226918,,0.20703853,,,0.01261935,0.00485652,0.00240328,0.220243,,0.21768784,,,4e-06,,0.00255154,0.243825,,0.23335386,,,4e-06,,0.01046691,143
60623,0.575693,,0.37435371,,,,0.09218127,0.10915851,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.489875,,0.29916363,,,0.07047415,0.09203664,0.02820083,0.386285,,0.30535556,,,,0.06247886,0.01845062,0.401664,,0.30569734,,,,0.06247892,0.0334881,144
60624,0.346579,,0.28947296,,,,0.02224235,0.03486365,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.311855,,0.23245693,,,0.04856387,0.01980139,0.01103232,0.289878,,0.28564505,,,,,0.00423294,0.31624,,0.28656274,,,,,0.02967721,145
60625,0.779459,0.48740346,0.23558379,,,,0.05647131,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.710422,0.49986734,0.17042075,,,,0.03533533,0.00479892,0.717729,0.47491521,0.19691023,,,,0.04223782,0.00366606,0.722443,0.47491519,0.21254534,,,,0.03214285,0.00283935,146
60626,0.582059,0.00392434,0.11790532,,,,0.45607464,0.00415506,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.569479,0.00291771,0.13238197,,,,0.43343099,0.00074808,0.116872,0.00245023,0.074809,,,,,0.03961253,0.120272,0.00245015,0.09898353,,,4.364e-05,0.00244036,0.01635395,147
60628,0.897446,4.735e-05,0.25448564,0.00513669,,0.0044268,0.13722054,0.49612941,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.768404,4.72e-05,0.20755314,0.00596882,,0.02366569,0.14237759,0.38879145,0.324905,,0.13573973,0.00136497,,,0.05763729,0.13016267,0.456898,,0.13644508,0.00136498,,0.0310897,0.0582951,0.229703,148
60629,0.594055,,0.37226636,,0.13910097,,0.06614866,0.01653862,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.598598,,0.38717585,,0.1303346,0.00801071,0.06601029,0.00706639,0.539722,,0.05691699,,0.48126842,,,0.00153637,0.539722,,0.05691699,,0.48126837,,,0.00153637,149
60630,0.721569,0.44472612,0.13310662,0.13800574,,,,0.00573087,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.659212,0.36422196,0.14625272,0.13832936,,,,0.01040834,0.623604,0.35906734,0.12347964,0.13195055,4.683e-05,,0.00541408,0.00364541,0.624589,0.35906615,0.12347943,0.13318148,4.723e-05,,0.00421205,0.004603,150
60631,0.243124,0.0657466,0.08875317,0.07353614,,,0.00496126,0.01012686,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.228851,0.06312309,0.0837579,0.07811132,,,0.00385896,,0.236283,0.06362608,0.0620294,0.10901667,,0.00023855,0.00111601,0.00025659,0.236362,0.06360548,0.06220548,0.10901672,,0.00023855,0.00115108,0.000145,151
60632,0.229498,,0.08204255,,,,0.04828535,0.09917033,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.166994,,0.07014432,,,0.00108252,0.0489797,0.04678749,0.125248,,0.05343483,,,,0.03817762,0.03363519,0.143203,,0.05767513,,,,0.0381776,0.04735048,152
60633,5.96145,,0.59575657,0.54215855,0.19507532,,3.2445224,1.38394085,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,6.01546,,0.06364971,0.80398687,0.90295276,,3.20011792,1.04474892,2.95215,,0.04731951,0.75500547,0.40957232,1.608e-05,1.06444918,0.6757877,3.21038,,0.04761771,1.30501658,0.41133831,1.608e-05,1.05144202,0.39495193,153
60634,1.93901,0.47587879,0.08066982,1.09992464,0.24244071,,0.03524374,0.00484791,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.92412,0.44664702,0.08655237,1.11829491,0.23508332,,0.03087301,0.00666676,1.84063,0.43558957,0.06973681,1.04996579,0.27965332,,0.00568396,,1.89266,0.43558981,0.06965591,1.04996517,0.27965338,,0.00569322,0.05210482,154
60636,0.234101,,0.19904968,,,,,0.03505136,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.208813,,0.14926925,,,0.03872415,,0.02081944,0.175266,,0.12935144,,,,,0.04591485,0.173394,,0.1370931,,,,,0.03630048,155
60637,1.92967,0.27555706,0.9140365,,,,0.72323545,0.01684131,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.70265,0.27142871,0.89770944,,3.069e-05,0.01205068,0.52143139,,1.30282,0.27741324,0.87406144,,0.03313955,,0.0569091,0.061298,1.31121,0.2774133,0.87918466,,0.03887224,,0.06120928,0.05452888,156
60638,0.707956,,0.1288848,,,,0.0181325,0.56093901,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.58042,,0.17705371,0.00030358,,0.00461815,0.04795817,0.35048679,0.156155,,0.14079147,,,,,0.01536383,0.185407,,0.14614125,,,,,0.03926613,157
60639,0.283646,,0.26846054,,,,,0.01518574,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.228067,,0.19147991,,,,,0.03658691,0.16317,,0.15169247,,,,,0.01147797,0.165202,,0.15273239,,,,,0.01246984,158
60640,0.560413,0.05774996,0.25293332,,,,0.24972982,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.533273,0.05986945,0.24967587,,,,0.22372753,,0.301065,0.05620313,0.03389636,,,,,0.21096567,0.332531,0.0562076,0.27095825,,,,2.678e-05,0.00533794,159
60641,0.110001,,0.1099729,,,,,2.799e-05,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.111024,,0.1110243,,,,,,0.0948514,,0.09428302,,,,,0.00056841,0.0954178,,0.09524742,,,,,0.00017041,160
60642,0.106949,,0.02064439,,,,0.08037262,0.00593182,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.102757,,0.02558517,,,,0.07717179,,0.10814,,0.0140456,,,,0.07974356,0.01435116,0.111625,,0.0140456,,,,0.08447324,0.01310609,161
60643,0.430195,0.00050246,0.22702446,0.09656594,9e-08,,0.01286386,0.09323776,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.401172,0.00050254,0.23361012,0.09759441,9e-08,0.00238054,0.01205143,0.05503297,0.388609,,0.17752838,0.08963263,,0.00505764,0.01112515,0.10526539,0.452862,,0.21047255,0.08963263,,0.03899443,0.01115929,0.10260309,162
60644,0.296182,,0.26415685,,,,0.00818437,0.02384122,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.282665,,0.24714948,,,,0.00813853,0.02737686,0.249236,,0.08743434,,0.16164069,,,0.00016123,0.255565,,0.08743442,,0.16164088,,,0.00648948,163
60645,0.2787,3.528e-05,0.16026508,,0.08336361,,,0.03503583,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.26579,2.493e-05,0.18140514,,0.08435993,,,,0.238653,,0.21592076,,,0.02273242,,,0.238671,,0.21592074,,,0.02273242,,1.817e-05,164
60646,1.3207,0.01764325,0.03759512,1.1822453,0.08320357,,,1.609e-05,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.31777,0.01203802,0.08857566,0.92723046,0.28853448,,,0.00139167,1.12215,0.01242326,0.02940114,0.75567899,0.2777795,,0.03918767,0.00768281,1.12229,0.01242329,0.02940098,0.76482536,0.27777188,,0.03062091,0.00724521,165
60647,0.290719,,0.2454046,,,,0.03504762,0.01026638,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.292844,,0.14963915,,,0.10704877,0.03615564,,0.215894,,0.15541136,,,0.02987746,0.02149811,0.00910706,0.216276,,0.15551798,,,0.02987746,0.02225304,0.00862718,166
60649,1.65518,,0.46581858,,0.1814244,,1.00541494,0.00252229,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.43494,,0.38062101,,0.25217524,,0.80214022,,0.622102,,0.237757,,0.31334539,,0.02888367,0.04211548,0.61573,,0.24118231,,0.32301391,,0.03447723,0.01705653,167
60651,0.0615917,,0.04680596,,,,,0.01478573,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0496797,,0.0496797,,,,,,0.0483203,,0.0483203,,,,,,0.0575499,,0.04832187,,,,,0.00922802,168
60652,0.328003,0.11326393,0.12314575,,0.04456536,,,0.04702822,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.23418,0.04365599,0.14411279,,0.04410502,,,0.00230624,0.349849,0.03913472,0.1204258,,0.03958815,,,0.15070079,0.288906,0.03913466,0.1204258,,0.03958842,,,0.08975691,169
60653,0.898587,,0.22961359,,,,0.66712059,0.00185232,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.727332,,0.27449373,,,0.02200643,0.43083183,,0.2483,,0.0525417,,,,,0.19575845,0.217185,,0.20283851,,,,,0.01434678,170
60654,0.0433521,,0.00317865,,,,0.04017345,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.0504121,,0.00797357,,,,0.04243857,,0.046258,,0.0064895,,,,0.0375243,0.0022442,0.0474232,,0.0064895,,,,0.03833912,0.00259454,171
60655,1.23385,0.8727582,0.08509182,,0.16235407,,0.01891476,0.09472666,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.2038,0.93747332,0.08969125,,0.16215943,,0.01447931,,1.11621,0.88274348,0.07644771,,0.15701822,,,,1.11621,0.882745,0.07644788,,0.15701814,,,,172
60656,0.998303,0.02230443,0.03127427,0.89391377,,,0.03317811,0.01763215,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.983918,0.02125567,0.03470785,0.90442172,,,0.02353239,,0.973985,0.01839598,0.03211472,0.91521359,,,0.00733836,0.00092246,0.973616,0.01839598,0.03211471,0.91521475,,,0.00742241,0.00046811,173
